reference,settled_at_utc,amount,status
TXNA0DFE6101179,2026-07-15 00:58:24,"Rs. 4,54,597.86",SETTLED
TXNA0DFE6100243,2026-07-15 02:43:57,"1,25,390.28",SETTLED
TXNA0DFE6102336,2026-07-15 15:40:57,"5,51,739.45",SETTLED
TXNA0DFE6100740,2026-07-15 14:49:50,"6,85,329.21/-",SETTLED
TXNA0DFE6103021,2026-07-15 10:07:42,"Rs. 5,25,624.39",SETTLED
TXNA0DFE6102950,2026-07-15 15:20:34,"6,93,059.77",SETTLED
TXNA0DFE6101038,2026-07-15 01:11:34,"4,67,010.90",SETTLED
TXNA0DFE6103498,2026-07-15 06:27:16,"3,59,197.64/-",SETTLED
TXNA0DFE6101171,2026-07-15 07:34:44,"Rs. 4,24,606.93",SETTLED
TXNA0DFE6102020,2026-07-15 04:30:02,"8,758.14",SETTLED
TXNA0DFE6101133,2026-07-15 10:46:26,"1,93,369.45",SETTLED
TXNA0DFE6103526,2026-07-15 16:05:06,"1,56,786.41/-",SETTLED
TXNA0DFE6103674,2026-07-15 11:30:29,"Rs. 7,35,610.11",SETTLED
TXNA0DFE6103087,2026-07-15 10:20:48,"5,41,349.52",SETTLED
TXNA0DFE6100847,2026-07-15 04:41:51,"7,58,424.01",SETTLED
TXNA0DFE6100986,2026-07-15 12:17:53,"33,230.16/-",SETTLED
TXNA0DFE6101728,2026-07-15 09:09:43,"Rs. 3,46,701.40",SETTLED
TXNA0DFE6100086,2026-07-15 15:09:53,"4,31,670.22",SETTLED
TXNA0DFE6100037,2026-07-15 13:43:09,"7,46,247.37",SETTLED
TXNA0DFE6101971,2026-07-15 07:22:27,"2,17,340.14/-",SETTLED
TXNA0DFE6101083,2026-07-15 03:28:12,"Rs. 1,49,020.13",SETTLED
TXNA0DFE6101058,2026-07-15 03:16:04,"7,20,086.36",SETTLED
TXNA0DFE6101282,2026-07-15 09:58:59,"4,29,415.92",SETTLED
TXNA0DFE6101905,2026-07-15 02:39:13,"7,63,391.46/-",SETTLED
TXNA0DFE6102010,2026-07-15 05:38:35,"Rs. 6,58,408.40",SETTLED
TXNA0DFE6100151,2026-07-15 12:41:27,"5,74,312.98",SETTLED
TXNA0DFE6101817,2026-07-15 01:04:25,"3,72,305.93",SETTLED
TXNA0DFE6100744,2026-07-15 14:05:27,"15,234.79/-",SETTLED
TXNA0DFE6100282,2026-07-15 08:35:55,"Rs. 4,84,175.29",SETTLED
TXNA0DFE6103783,2026-07-15 12:03:02,"3,59,938.00",SETTLED
TXNA0DFE6101153,2026-07-15 00:45:48,"5,07,080.24",SETTLED
TXNA0DFE6101665,2026-07-15 04:45:40,"8,41,058.74/-",SETTLED
TXNA0DFE6102907,2026-07-15 06:59:17,"Rs. 1,92,100.29",SETTLED
TXNA0DFE6102314,2026-07-15 13:42:39,"6,14,402.19",SETTLED
TXNA0DFE6102444,2026-07-15 09:53:15,"94,370.75",SETTLED
TXNA0DFE6101427,2026-07-15 03:58:06,"2,40,353.87/-",SETTLED
TXNA0DFE6102426,2026-07-15 01:32:33,"Rs. 62,572.61",SETTLED
TXNA0DFE6101344,2026-07-15 04:38:13,"4,60,362.33",SETTLED
TXNA0DFE6101387,2026-07-15 16:04:13,"4,47,485.83",SETTLED
TXNA0DFE6101857,2026-07-15 12:41:52,"7,97,948.97/-",SETTLED
TXNA0DFE6100679,2026-07-15 06:13:17,"Rs. 1,93,827.06",SETTLED
TXNA0DFE6102519,2026-07-15 03:47:11,"33,853.16",SETTLED
TXNA0DFE6103577,2026-07-15 08:36:50,"4,10,613.15",SETTLED
TXNA0DFE6101674,2026-07-15 05:18:19,"2,95,661.56/-",SETTLED
TXNA0DFE6103116,2026-07-15 05:19:52,"Rs. 3,50,536.26",SETTLED
TXNA0DFE6102944,2026-07-15 02:55:58,"6,00,741.43",SETTLED
TXNA0DFE6100254,2026-07-15 14:18:23,"91,073.94",SETTLED
TXNA0DFE6102765,2026-07-15 10:35:14,"3,95,962.32/-",SETTLED
TXNA0DFE6102648,2026-07-15 13:38:48,"Rs. 83,289.92",SETTLED
TXNA0DFE6100275,2026-07-15 14:25:56,"6,82,557.58",SETTLED
TXNA0DFE6102747,2026-07-15 01:12:48,"1,32,031.79",SETTLED
TXNA0DFE6101992,2026-07-15 10:09:24,"3,13,510.86/-",SETTLED
TXNA0DFE6102727,2026-07-15 13:15:38,"Rs. 6,02,910.60",SETTLED
TXNA0DFE6103589,2026-07-15 14:48:12,"4,80,675.70",SETTLED
TXNA0DFE6103540,2026-07-15 12:07:32,"2,60,617.25",SETTLED
TXNA0DFE6100811,2026-07-15 03:55:12,"3,10,852.85/-",SETTLED
TXNA0DFE6102850,2026-07-15 10:29:30,"Rs. 4,85,771.77",SETTLED
TXNA0DFE6102927,2026-07-15 05:51:44,"61,354.91",SETTLED
TXNA0DFE6101061,2026-07-15 13:31:47,"5,57,914.72",SETTLED
TXNA0DFE6102964,2026-07-15 08:50:42,"2,63,241.80/-",SETTLED
TXNA0DFE6350013,2026-07-15 18:37:05,"Rs. 1,01,639.57",SETTLED
TXNA0DFE6103734,2026-07-15 08:01:41,"5,65,699.24",SETTLED
TXNA0DFE6102354,2026-07-15 02:19:19,"1,57,106.79",SETTLED
TXNA0DFE6102220,2026-07-15 08:35:20,"1,98,094.91/-",SETTLED
TXNA0DFE6101124,2026-07-15 02:56:09,"Rs. 5,54,521.04",SETTLED
TXNA0DFE6100514,2026-07-15 01:22:53,"7,72,160.30",SETTLED
TXNA0DFE6102776,2026-07-15 03:49:25,"1,64,551.56",SETTLED
TXNA0DFE6102887,2026-07-15 14:57:18,"5,54,864.90/-",SETTLED
TXNA0DFE6100169,2026-07-15 08:14:10,"Rs. 7,08,084.08",SETTLED
TXNA0DFE6101275,2026-07-15 09:46:55,"7,52,815.57",SETTLED
TXNA0DFE6100790,2026-07-15 08:12:31,"6,15,151.79",SETTLED
TXNA0DFE6102355,2026-07-15 00:38:34,"1,84,103.08/-",SETTLED
TXNA0DFE6101321,2026-07-15 05:33:09,"Rs. 88,541.69",SETTLED
TXNA0DFE6101024,2026-07-15 10:52:24,"6,39,730.09",SETTLED
TXNA0DFE6101767,2026-07-15 13:00:07,"1,19,088.20",SETTLED
TXNA0DFE6102613,2026-07-15 15:04:58,"7,52,703.90/-",SETTLED
TXNA0DFE6103149,2026-07-15 02:42:14,"Rs. 2,64,302.60",SETTLED
TXNA0DFE6101920,2026-07-15 11:40:46,"4,32,189.35",SETTLED
TXNA0DFE6103344,2026-07-15 15:02:38,"5,25,504.62",SETTLED
TXNA0DFE6103669,2026-07-15 15:25:46,"4,77,770.36/-",SETTLED
TXNA0DFE6101884,2026-07-15 12:39:06,"Rs. 6,32,977.48",SETTLED
TXNA0DFE6101976,2026-07-15 06:30:43,"6,37,840.62",SETTLED
TXNA0DFE6100715,2026-07-15 13:42:15,"2,74,873.67",SETTLED
TXNA0DFE6101999,2026-07-15 08:55:27,"5,42,508.75/-",SETTLED
TXNA0DFE6102234,2026-07-15 09:48:38,"Rs. 6,17,673.35",SETTLED
TXNA0DFE6101889,2026-07-15 15:01:55,"3,48,451.27",SETTLED
TXNA0DFE6101122,2026-07-15 15:18:03,"5,95,023.99",SETTLED
TXNA0DFE6100287,2026-07-15 02:30:32,"4,97,285.34/-",SETTLED
TXNA0DFE6102172,2026-07-15 00:47:40,"Rs. 36,233.95",SETTLED
TXNA0DFE6101297,2026-07-15 09:18:09,"5,46,800.07",SETTLED
TXNA0DFE6400000-1,2026-07-15 07:51:00,"1,20,321.30",SETTLED
TXNA0DFE6101730,2026-07-15 12:53:15,"6,86,873.15/-",SETTLED
TXNA0DFE6101540,2026-07-15 02:51:36,"Rs. 8,30,768.48",SETTLED
TXNA0DFE6100197,2026-07-15 15:11:41,"3,88,312.77",SETTLED
TXNA0DFE6102656,2026-07-15 02:09:55,"3,44,474.82",SETTLED
TXNA0DFE6102942,2026-07-15 01:44:22,"8,69,768.96/-",SETTLED
TXNA0DFE6350003,2026-07-15 19:03:28,"Rs. 3,67,847.25",SETTLED
TXNA0DFE6103031,2026-07-15 03:53:50,"8,88,108.36",SETTLED
TXNA0DFE6101312,2026-07-15 05:57:29,"5,81,136.14",SETTLED
TXNA0DFE6100886,2026-07-15 13:03:11,"4,50,053.58/-",SETTLED
TXNA0DFE6101280,2026-07-15 15:58:51,"Rs. 6,45,569.22",SETTLED
TXNA0DFE6101912,2026-07-15 02:41:31,"3,41,103.94",SETTLED
TXNA0DFE6101645,2026-07-15 07:18:54,"8,54,227.39",SETTLED
TXNA0DFE6100759,2026-07-15 11:26:41,"17,424.05/-",SETTLED
TXNA0DFE6103671,2026-07-15 00:53:46,"Rs. 5,47,926.74",SETTLED
TXNA0DFE6102431,2026-07-15 05:10:52,"8,30,213.46",SETTLED
TXNA0DFE6103070,2026-07-15 06:46:30,"7,97,163.76",SETTLED
TXNA0DFE6100501,2026-07-15 10:14:19,"2,94,928.62/-",SETTLED
TXNA0DFE6101418,2026-07-15 06:28:48,"Rs. 2,08,621.21",SETTLED
TXNA0DFE6102134,2026-07-15 15:47:06,"5,88,280.36",SETTLED
TXNA0DFE6103127,2026-07-15 01:29:43,"5,54,532.87",SETTLED
TXNA0DFE6101348,2026-07-15 03:31:23,"3,68,922.97/-",SETTLED
TXNA0DFE6100730,2026-07-15 01:13:10,"Rs. 1,76,229.43",SETTLED
TXNA0DFE6103180,2026-07-15 06:39:48,"2,09,505.05",SETTLED
TXNA0DFE6102119,2026-07-15 01:03:49,"1,10,482.15",SETTLED
TXNA0DFE6102743,2026-07-15 08:53:57,"7,08,847.97/-",SETTLED
TXNA0DFE6101013,2026-07-15 08:44:46,"Rs. 7,16,951.28",SETTLED
TXNA0DFE6101509,2026-07-15 13:06:43,"2,36,447.00",SETTLED
TXNA0DFE6102225,2026-07-15 04:34:41,"4,64,318.72",SETTLED
TXNA0DFE6100995,2026-07-15 12:13:36,"4,09,602.75/-",SETTLED
TXNA0DFE6100494,2026-07-15 04:11:36,"Rs. 96,661.03",SETTLED
TXNA0DFE6102512,2026-07-15 06:10:50,"7,78,885.38",SETTLED
TXNA0DFE6103778,2026-07-15 06:28:14,"1,34,466.05",SETTLED
TXNA0DFE6100011,2026-07-15 01:44:38,"4,26,577.66/-",SETTLED
TXNA0DFE6100010,2026-07-15 01:11:04,"Rs. 2,66,394.71",SETTLED
TXNA0DFE6101049,2026-07-15 02:34:54,"5,26,551.03",SETTLED
TXNA0DFE6102042,2026-07-15 07:26:38,"1,82,346.48",SETTLED
TXNA0DFE6102957,2026-07-15 07:26:00,"70,954.36/-",SETTLED
TXNA0DFE6102952,2026-07-15 05:53:40,"Rs. 5,52,110.54",SETTLED
TXNA0DFE6100573,2026-07-15 08:28:25,"8,05,895.72",SETTLED
TXNA0DFE6102145,2026-07-15 11:59:32,"4,79,022.82",SETTLED
TXNA0DFE6102299,2026-07-15 07:36:09,"8,49,655.90/-",SETTLED
TXNA0DFE6100813,2026-07-15 06:36:05,"Rs. 8,80,444.09",SETTLED
TXNA0DFE6101937,2026-07-15 08:19:49,"2,57,330.71",SETTLED
TXNA0DFE6101609,2026-07-15 12:41:37,"6,85,772.64",SETTLED
TXNA0DFE6102351,2026-07-15 01:53:53,"69,025.46/-",SETTLED
TXNA0DFE6102643,2026-07-15 02:25:08,"Rs. 7,98,896.93",SETTLED
TXNA0DFE6102377,2026-07-15 08:29:39,"4,26,767.53",SETTLED
TXNA0DFE6102963,2026-07-15 11:46:45,"1,95,456.20",SETTLED
TXNA0DFE6102179,2026-07-15 15:52:22,"5,45,103.19/-",SETTLED
TXNA0DFE6103484,2026-07-15 02:04:00,"Rs. 2,23,448.86",SETTLED
TXNA0DFE6100974,2026-07-15 13:50:26,"1,25,271.38",SETTLED
TXNA0DFE6102157,2026-07-15 04:00:52,"6,85,312.79",SETTLED
TXNA0DFE6101313,2026-07-15 16:12:33,"5,57,502.49/-",SETTLED
TXNA0DFE6103102,2026-07-15 08:56:43,"Rs. 42,281.29",SETTLED
TXNA0DFE6103404,2026-07-15 13:32:27,"4,72,051.09",SETTLED
TXNA0DFE6101894,2026-07-15 10:29:59,"3,26,470.30",SETTLED
TXNA0DFE6103519,2026-07-15 05:52:15,"3,72,457.54/-",SETTLED
TXNA0DFE6103405,2026-07-15 04:13:00,"Rs. 5,45,755.57",SETTLED
TXNA0DFE6102567,2026-07-15 05:33:08,"6,97,298.09",SETTLED
TXNA0DFE6101467,2026-07-15 06:25:34,"81,331.95",SETTLED
TXNA0DFE6101092,2026-07-15 00:52:43,"1,72,080.68/-",SETTLED
TXNA0DFE6102958,2026-07-15 05:34:44,"Rs. 3,99,936.92",SETTLED
TXNA0DFE6100938,2026-07-15 11:20:01,"5,66,396.09",SETTLED
TXNA0DFE6100727,2026-07-15 09:59:06,"7,20,221.89",SETTLED
TXNA0DFE6100458,2026-07-15 15:59:52,"5,30,058.91/-",SETTLED
TXNA0DFE6102948,2026-07-15 15:29:48,"Rs. 8,72,069.60",SETTLED
TXNA0DFE6103553,2026-07-15 10:09:08,"4,23,895.32",SETTLED
TXNA0DFE6103418,2026-07-15 02:48:39,"7,77,109.03",SETTLED
TXNA0DFE6103343,2026-07-15 01:02:15,"7,85,038.93/-",SETTLED
TXNA0DFE6101898,2026-07-15 15:57:53,"Rs. 6,24,286.23",SETTLED
TXNA0DFE6101334,2026-07-15 05:23:33,"7,52,129.83",SETTLED
TXNA0DFE6100664,2026-07-15 10:04:13,"4,84,781.58",SETTLED
TXNA0DFE6101281,2026-07-15 13:02:41,"3,07,049.00/-",SETTLED
TXNA0DFE6102424,2026-07-15 12:32:42,"Rs. 2,72,235.64",SETTLED
TXNA0DFE6102492,2026-07-15 12:29:12,"5,34,120.33",SETTLED
TXNA0DFE6101284,2026-07-15 13:39:35,"8,44,143.60",SETTLED
TXNA0DFE6100199,2026-07-15 15:10:52,"6,89,569.47/-",SETTLED
TXNA0DFE6101332,2026-07-15 05:47:22,"Rs. 8,42,809.53",SETTLED
TXNA0DFE6103543,2026-07-15 06:30:59,"8,15,927.67",SETTLED
TXNA0DFE6101301,2026-07-15 10:32:02,"6,88,758.17",SETTLED
TXNA0DFE6101827,2026-07-15 01:29:00,"1,19,542.42/-",SETTLED
TXNA0DFE6102852,2026-07-15 01:01:01,"Rs. 2,86,395.77",SETTLED
TXNA0DFE6100406,2026-07-15 05:45:52,"6,14,848.83",SETTLED
TXNA0DFE6100607,2026-07-15 02:07:24,"98,680.27",SETTLED
TXNA0DFE6103601,2026-07-15 09:16:16,"7,00,769.98/-",SETTLED
TXNA0DFE6102772,2026-07-15 15:11:48,"Rs. 5,42,530.76",SETTLED
TXNA0DFE6101443,2026-07-15 06:25:09,"3,02,561.52",SETTLED
TXNA0DFE6101109,2026-07-15 03:48:09,"3,84,007.80",SETTLED
TXNA0DFE6103645,2026-07-15 02:33:41,"6,27,761.31/-",SETTLED
TXNA0DFE6101416,2026-07-15 09:18:16,"Rs. 3,79,889.94",SETTLED
TXNA0DFE6100429,2026-07-15 13:48:43,"4,69,392.05",SETTLED
TXNA0DFE6101318,2026-07-15 10:01:33,"1,30,955.73",SETTLED
TXNA0DFE6101434,2026-07-15 12:56:30,"31,994.36/-",SETTLED
TXNA0DFE6100364,2026-07-15 02:46:40,"Rs. 5,27,308.43",SETTLED
TXNA0DFE6101223,2026-07-15 01:23:26,"1,69,540.75",SETTLED
TXNA0DFE6102630,2026-07-15 12:35:32,"6,26,957.21",SETTLED
TXNA0DFE6101431,2026-07-15 14:08:14,"5,80,645.26/-",SETTLED
TXNA0DFE6103752,2026-07-15 15:47:02,"Rs. 6,75,111.79",SETTLED
TXNA0DFE6103512,2026-07-15 12:01:46,"1,55,781.14",SETTLED
TXNA0DFE6101191,2026-07-15 03:04:42,"2,56,122.31",SETTLED
TXNA0DFE6101797,2026-07-15 13:47:36,"1,86,801.80/-",SETTLED
TXNA0DFE6103148,2026-07-15 16:27:59,"Rs. 8,15,230.45",SETTLED
TXNA0DFE6101224,2026-07-15 05:19:08,"1,56,528.67",SETTLED
TXNA0DFE6100105,2026-07-15 05:25:36,"4,62,376.27",SETTLED
TXNA0DFE6101694,2026-07-15 10:27:58,"7,76,481.01/-",SETTLED
TXNA0DFE6103441,2026-07-15 09:00:15,"Rs. 3,36,603.66",SETTLED
TXNA0DFE6101505,2026-07-15 16:11:50,"2,14,302.11",SETTLED
TXNA0DFE6103241,2026-07-15 06:44:30,"8,15,346.99",SETTLED
TXNA0DFE6101141,2026-07-15 07:02:43,"2,51,973.35/-",SETTLED
TXNA0DFE6103055,2026-07-15 00:48:42,"Rs. 3,97,620.67",SETTLED
TXNA0DFE6100777,2026-07-15 05:31:07,"8,25,222.53",SETTLED
TXNA0DFE6101343,2026-07-15 04:04:01,"3,17,414.77",SETTLED
TXNA0DFE6100580,2026-07-15 06:37:43,"2,70,333.80/-",SETTLED
TXNA0DFE6101229,2026-07-15 06:18:09,"Rs. 1,26,580.53",SETTLED
TXNA0DFE6102982,2026-07-15 08:24:32,"84,224.75",SETTLED
TXNA0DFE6102527,2026-07-15 07:57:56,"7,95,182.16",SETTLED
TXNA0DFE6101056,2026-07-15 08:06:22,"8,67,476.25/-",SETTLED
TXNA0DFE6100493,2026-07-15 12:30:03,"Rs. 1,74,383.74",SETTLED
TXNA0DFE6103268,2026-07-15 01:45:34,"3,64,817.52",SETTLED
TXNA0DFE6101725,2026-07-15 11:56:04,"5,29,799.65",SETTLED
TXNA0DFE6103638,2026-07-15 05:43:55,"7,93,447.03/-",SETTLED
TXNA0DFE6100033,2026-07-15 10:11:07,"Rs. 4,29,037.25",SETTLED
TXNA0DFE6103174,2026-07-15 12:23:44,"4,09,169.82",SETTLED
TXNA0DFE6103290,2026-07-15 07:51:14,"30,896.54",SETTLED
TXNA0DFE6100368,2026-07-15 08:02:07,"2,37,660.56/-",SETTLED
TXNA0DFE6103429,2026-07-15 08:34:44,"Rs. 1,72,120.84",SETTLED
TXNA0DFE6100712,2026-07-15 12:09:00,"8,07,547.93",SETTLED
TXNA0DFE6100666,2026-07-15 15:43:43,"8,48,536.42",SETTLED
TXNA0DFE6102587,2026-07-15 08:04:29,"3,69,931.32/-",SETTLED
TXNA0DFE6102672,2026-07-15 08:02:43,"Rs. 3,97,110.56",SETTLED
TXNA0DFE6101532,2026-07-15 08:12:26,"93,443.52",SETTLED
TXNA0DFE6100853,2026-07-15 13:58:17,"2,22,530.09",SETTLED
TXNA0DFE6100902,2026-07-15 09:15:41,"4,93,085.00/-",SETTLED
TXNA0DFE6100687,2026-07-15 07:34:08,"Rs. 3,34,801.99",SETTLED
TXNA0DFE6101790,2026-07-15 05:06:21,"1,80,708.64",SETTLED
TXNA0DFE6100280,2026-07-15 11:33:42,"7,45,950.42",SETTLED
TXNA0DFE6100854,2026-07-15 04:47:54,"3,74,785.76/-",SETTLED
TXNA0DFE6103357,2026-07-15 01:01:55,"Rs. 1,19,460.29",SETTLED
TXNA0DFE6101682,2026-07-15 15:37:31,"8,82,556.87",SETTLED
TXNA0DFE6103760,2026-07-15 16:23:53,"51,359.81",SETTLED
TXNA0DFE6103084,2026-07-15 10:59:09,"1,26,944.12/-",SETTLED
TXNA0DFE6100396,2026-07-15 08:58:38,"Rs. 41,935.30",SETTLED
TXNA0DFE6100594,2026-07-15 12:55:09,"2,23,804.74",SETTLED
TXNA0DFE6103485,2026-07-15 08:38:02,"2,05,270.07",SETTLED
TXNA0DFE6101020,2026-07-15 05:08:15,"1,60,374.33/-",SETTLED
TXNA0DFE6101684,2026-07-15 03:12:16,"Rs. 5,13,726.68",SETTLED
TXNA0DFE6103270,2026-07-15 08:36:52,"77,945.54",SETTLED
TXNA0DFE6102282,2026-07-15 02:30:29,"1,31,602.13",SETTLED
TXNA0DFE6100524,2026-07-15 07:05:46,"58,942.35/-",SETTLED
TXNA0DFE6102281,2026-07-15 09:21:44,"Rs. 1,54,912.84",SETTLED
TXNA0DFE6102809,2026-07-15 06:07:59,"8,28,706.29",SETTLED
TXNA0DFE6100351,2026-07-15 02:39:11,"6,92,193.52",SETTLED
TXNA0DFE6102565,2026-07-15 01:19:20,"1,76,731.22/-",SETTLED
TXNA0DFE6100652,2026-07-15 12:33:52,"Rs. 1,13,427.77",SETTLED
TXNA0DFE6101479,2026-07-15 08:44:21,"4,83,234.86",SETTLED
TXNA0DFE6101040,2026-07-15 13:09:08,"51,063.57",SETTLED
TXNA0DFE6101955,2026-07-15 15:24:27,"1,44,131.16/-",SETTLED
TXNA0DFE6102682,2026-07-15 01:43:34,"Rs. 6,33,586.76",SETTLED
TXNA0DFE6100858,2026-07-15 05:57:48,"3,92,988.91",SETTLED
TXNA0DFE6100336,2026-07-15 01:02:55,"6,31,726.76",SETTLED
TXNA0DFE6101573,2026-07-15 09:42:34,"2,00,808.05/-",SETTLED
TXNA0DFE6101079,2026-07-15 04:59:03,"Rs. 6,50,488.96",SETTLED
TXNA0DFE6101799,2026-07-15 05:39:45,"7,46,982.58",SETTLED
TXNA0DFE6102559,2026-07-15 02:39:59,"7,51,188.43",SETTLED
TXNA0DFE6102082,2026-07-15 04:22:42,"5,66,540.43/-",SETTLED
TXNA0DFE6102555,2026-07-15 13:27:34,"Rs. 6,58,112.20",SETTLED
TXNA0DFE6102200,2026-07-15 13:28:49,"7,54,728.86",SETTLED
TXNA0DFE6103550,2026-07-15 01:57:44,"6,96,121.64",SETTLED
TXNA0DFE6100729,2026-07-15 10:47:29,"6,32,122.37/-",SETTLED
TXNA0DFE6100362,2026-07-15 13:09:46,"Rs. 7,32,112.38",SETTLED
TXNA0DFE6102593,2026-07-15 01:28:57,"1,61,657.54",SETTLED
TXNA0DFE6100845,2026-07-15 01:44:02,"3,23,330.77",SETTLED
TXNA0DFE6101591,2026-07-15 14:39:30,"5,42,358.20/-",SETTLED
TXNA0DFE6102089,2026-07-15 09:31:28,"Rs. 2,22,904.26",SETTLED
TXNA0DFE6103410,2026-07-15 06:12:41,"2,44,319.90",SETTLED
TXNA0DFE6102324,2026-07-15 16:22:01,"8,93,921.77",SETTLED
TXNA0DFE6100984,2026-07-15 02:16:51,"3,49,982.64/-",SETTLED
TXNA0DFE6101377,2026-07-15 08:43:17,"Rs. 6,80,729.26",SETTLED
TXNA0DFE6102752,2026-07-15 02:39:45,"8,08,685.16",SETTLED
TXNA0DFE6300021,2026-07-14 21:19:10,"4,17,205.36",SETTLED
TXNA0DFE6101309,2026-07-15 00:37:24,"2,85,548.51/-",SETTLED
TXNA0DFE6100306,2026-07-15 08:52:12,"Rs. 3,43,806.29",SETTLED
TXNA0DFE6100049,2026-07-15 05:11:54,"4,18,557.94",SETTLED
TXNA0DFE6101908,2026-07-15 11:09:31,"5,42,763.75",SETTLED
TXNA0DFE6100602,2026-07-15 08:11:48,"1,34,855.03/-",SETTLED
TXNA0DFE6102796,2026-07-15 02:13:06,"Rs. 2,42,791.92",SETTLED
TXNA0DFE6101182,2026-07-15 05:26:48,"4,27,294.33",SETTLED
TXNA0DFE6101259,2026-07-15 12:17:13,"3,52,018.65",SETTLED
TXNA0DFE6101098,2026-07-15 15:04:32,"5,63,888.05/-",SETTLED
TXNA0DFE6102050,2026-07-15 03:56:57,"Rs. 4,62,095.34",SETTLED
TXNA0DFE6102386,2026-07-15 03:23:10,"1,16,619.94",SETTLED
TXNA0DFE6103637,2026-07-15 06:29:37,"6,87,334.72",SETTLED
TXNA0DFE6102075,2026-07-15 12:04:31,"8,31,300.42/-",SETTLED
TXNA0DFE6100298,2026-07-15 08:34:43,"Rs. 3,63,005.12",SETTLED
TXNA0DFE6102064,2026-07-15 05:04:56,"1,11,655.77",SETTLED
TXNA0DFE6103106,2026-07-15 09:03:00,"1,97,645.32",SETTLED
TXNA0DFE6100342,2026-07-15 04:15:54,"3,75,410.98/-",SETTLED
TXNA0DFE6102441,2026-07-15 07:22:08,"Rs. 3,84,082.79",SETTLED
TXNA0DFE6102674,2026-07-15 10:51:18,"3,81,514.95",SETTLED
TXNA0DFE6103024,2026-07-15 04:04:16,"3,76,154.45",SETTLED
TXNA0DFE6101186,2026-07-15 15:25:26,"24,452.75/-",SETTLED
TXNA0DFE6101158,2026-07-15 03:48:14,"Rs. 1,52,013.56",SETTLED
TXNA0DFE6103415,2026-07-15 08:54:12,"8,49,609.30",SETTLED
TXNA0DFE6101824,2026-07-15 11:51:48,"3,14,839.17",SETTLED
TXNA0DFE6103506,2026-07-15 02:03:00,"7,62,217.36/-",SETTLED
TXNA0DFE6102366,2026-07-15 01:59:57,"Rs. 5,50,421.35",SETTLED
TXNA0DFE6100932,2026-07-15 06:42:34,"8,88,768.29",SETTLED
TXNA0DFE6102222,2026-07-15 11:32:45,"2,81,481.32",SETTLED
TXNA0DFE6102287,2026-07-15 08:55:06,"5,11,679.84/-",SETTLED
TXNA0DFE6102376,2026-07-15 15:06:18,"Rs. 56,795.18",SETTLED
TXNA0DFE6100436,2026-07-15 08:35:21,"2,15,191.28",SETTLED
TXNA0DFE6102405,2026-07-15 05:31:03,"5,52,144.70",SETTLED
TXNA0DFE6103781,2026-07-15 11:58:08,"4,07,525.29/-",SETTLED
TXNA0DFE6100241,2026-07-15 05:24:32,"Rs. 16,893.68",SETTLED
TXNA0DFE6100695,2026-07-15 11:20:20,"7,00,125.58",SETTLED
TXNA0DFE6100204,2026-07-15 10:01:04,"4,90,553.60",SETTLED
TXNA0DFE6100470,2026-07-15 03:27:52,"2,71,294.65/-",SETTLED
TXNA0DFE6101556,2026-07-15 09:07:28,"Rs. 85,031.12",SETTLED
TXNA0DFE6101656,2026-07-15 12:59:26,"8,22,078.00",SETTLED
TXNA0DFE6100141,2026-07-15 13:38:55,"8,52,257.56",SETTLED
TXNA0DFE6103659,2026-07-15 13:47:38,"3,40,957.42/-",SETTLED
TXNA0DFE6101637,2026-07-15 15:48:59,"Rs. 6,63,188.44",SETTLED
TXNA0DFE6100471,2026-07-15 16:14:40,"67,718.81",SETTLED
TXNA0DFE6101444,2026-07-15 04:13:29,"4,98,876.91",SETTLED
TXNA0DFE6101162,2026-07-15 15:46:24,"3,37,292.82/-",SETTLED
TXNA0DFE6100468,2026-07-15 09:26:27,"Rs. 3,34,734.73",SETTLED
TXNA0DFE6101369,2026-07-15 11:43:08,"1,10,670.63",SETTLED
TXNA0DFE6103173,2026-07-15 03:18:41,"3,31,985.37",SETTLED
TXNA0DFE6100489,2026-07-15 04:07:20,"6,16,225.92/-",SETTLED
TXNA0DFE6101339,2026-07-15 08:16:20,"Rs. 2,19,062.26",SETTLED
TXNA0DFE6102700,2026-07-15 00:54:50,"8,38,036.33",SETTLED
TXNA0DFE6103482,2026-07-15 08:58:20,"1,42,893.74",SETTLED
TXNA0DFE6100452,2026-07-15 03:08:50,"6,53,532.10/-",SETTLED
TXNA0DFE6102195,2026-07-15 14:16:47,"Rs. 7,02,952.82",SETTLED
TXNA0DFE6102877,2026-07-15 15:01:13,"5,88,788.76",SETTLED
TXNA0DFE6100231,2026-07-15 01:50:29,"1,91,387.68",SETTLED
TXNA0DFE6101638,2026-07-15 08:26:05,"3,30,115.91/-",SETTLED
TXNA0DFE6101807,2026-07-15 03:26:14,"Rs. 7,81,447.05",SETTLED
TXNA0DFE6102059,2026-07-15 00:34:27,"1,19,404.72",SETTLED
TXNA0DFE6100165,2026-07-15 01:55:54,"8,86,503.67",SETTLED
TXNA0DFE6102860,2026-07-15 10:27:19,"8,85,649.47/-",SETTLED
TXNA0DFE6102389,2026-07-15 00:59:23,"Rs. 7,93,900.75",SETTLED
TXNA0DFE6100214,2026-07-15 01:37:57,"1,17,681.54",SETTLED
TXNA0DFE6102445,2026-07-15 03:26:12,"2,75,690.87",SETTLED
TXNA0DFE6102333,2026-07-15 11:46:32,"1,44,688.28/-",SETTLED
